CGATS.17

ORIGINATOR	"Idealliance SCCA Calculator"
DESCRIPTOR	"GRACoL2013 CRPC6 IT8.7-5 (TC1617), Reference Data"
MEASUREMENT_SOURCE	"MeasurementCondition=M1 Filter=D50"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"D50"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"Reference"
CREATED	"4/13/20 11:00 AM"

LGOROWLENGTH	49

NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1617
BEGIN_DATA
1446	40	3	40	0	41.280	49.304	33.534	75.64	-18.16	9.86
526	40	30	70	0	29.585	31.936	12.849	63.29	-4.53	29.11
830	70	70	20	20	9.600	8.503	13.498	35.01	11.87	-21.43
1599	70	20	40	10	16.832	21.965	21.801	53.99	-22.24	-7.66
351	20	100	40	0	24.309	13.468	9.263	43.46	59.57	6.04
1055	20	100	100	40	10.304	6.446	1.801	30.51	36.80	24.30
1488	0	0	20	10	66.034	68.891	45.915	86.45	-0.87	12.14
1122	0	20	40	60	15.758	15.454	8.326	46.25	5.05	14.22
1463	40	3	40	3	39.020	46.626	31.830	73.95	-17.88	9.50
798	100	20	10	20	9.041	13.018	26.572	42.79	-26.25	-35.72
89	0	85	10	0	36.798	21.175	17.456	53.14	64.66	0.04
485	100	85	55	0	5.246	5.483	8.968	28.07	-0.49	-19.46
376	55	70	40	0	16.704	13.859	14.376	44.03	19.98	-8.20
1290	90	0	0	0	18.642	26.931	56.021	58.91	-33.77	-46.62
398	100	10	40	0	11.248	19.625	26.041	51.41	-46.25	-19.94
276	30	55	30	0	30.081	25.335	21.801	57.40	22.73	-1.78
188	20	85	20	0	27.158	16.614	15.245	47.77	52.88	-3.96
1059	40	70	100	40	8.992	7.602	2.385	33.14	14.93	23.35
684	30	100	100	0	18.972	11.245	2.860	39.99	49.48	31.33
921	10	100	100	20	18.115	10.377	2.117	38.51	51.41	35.00
100	20	0	10	0	63.128	68.750	61.692	86.38	-7.13	-5.00
1214	0	70	40	80	5.220	4.057	2.478	23.86	17.34	6.56
52	55	70	0	0	18.965	15.004	25.922	45.64	25.09	-29.68
1415	3	0	3	0	81.051	84.229	72.644	93.55	-0.32	-2.80
1157	40	20	70	60	8.674	9.976	4.555	37.80	-7.86	16.61
263	20	10	30	0	54.056	57.697	39.614	80.57	-3.97	9.90
1115	70	100	20	60	3.851	2.905	4.254	19.66	17.20	-12.95
1491	0	10	0	10	63.318	62.540	55.972	83.20	7.01	-4.69
432	20	100	55	0	23.879	13.380	7.190	43.33	58.26	13.63
731	0	10	0	20	51.785	51.167	45.813	76.78	6.51	-4.41
1155	20	100	70	60	6.722	4.419	2.119	25.01	29.02	11.70
793	70	40	10	20	13.211	14.364	23.105	44.75	-4.09	-26.10
116	30	85	10	0	23.879	14.960	17.648	45.58	48.56	-13.43
842	0	70	40	20	27.913	19.320	10.508	51.06	41.71	15.00
453	55	20	55	0	25.869	31.527	20.200	62.95	-17.82	11.01
21	20	20	0	0	53.950	53.263	57.200	78.03	6.71	-14.88
460	70	0	55	0	22.067	32.925	23.117	64.10	-39.42	7.24
1545	20	10	70	10	40.541	44.423	13.622	72.51	-6.93	42.89
512	20	85	70	0	25.336	16.019	6.261	47.00	48.70	23.95
7	0	70	0	0	42.406	28.090	26.975	59.97	52.78	-6.79
1164	70	70	70	60	3.873	3.827	2.912	23.09	2.75	1.80
1474	40	0	3	40	20.907	23.972	27.679	56.06	-10.22	-14.72
1009	40	70	40	40	10.132	8.158	7.020	34.31	19.09	-1.22
539	55	85	70	0	13.675	10.144	6.592	38.10	27.56	7.14
885	10	100	70	20	18.895	10.741	3.910	39.14	52.75	22.70
97	10	70	10	0	36.471	24.871	23.177	56.95	47.16	-5.20
685	40	0	100	0	36.835	46.595	7.265	73.93	-24.83	66.08
802	0	0	20	20	53.964	56.363	37.796	79.82	-0.97	11.04
1136	70	0	40	60	6.845	9.506	8.807	36.94	-21.16	-3.59
274	30	30	30	0	38.465	38.421	30.760	68.33	4.58	1.46
958	40	40	0	40	15.034	14.229	18.640	44.56	8.08	-17.39
148	85	30	10	0	15.001	19.088	35.979	50.79	-18.97	-36.50
1249	40	40	100	80	3.715	4.000	1.436	23.67	-2.11	16.57
932	40	70	100	20	13.350	10.970	3.075	39.53	19.31	28.94
886	20	0	70	20	36.460	41.781	12.706	70.72	-12.23	42.32
1461	0	3	40	3	70.671	73.425	35.178	88.65	-0.27	29.91
1613	0	100	0	10	27.731	14.215	13.157	44.54	69.09	-4.07
951	20	0	0	40	27.929	30.169	30.780	61.80	-4.52	-9.83
1476	3	3	3	40	33.118	34.136	29.720	65.07	0.72	-2.52
901	70	40	70	20	10.576	12.932	8.145	42.66	-13.50	8.71
714	85	20	100	0	10.810	18.536	6.410	50.14	-43.99	28.70
477	85	100	55	0	6.541	5.350	7.823	27.71	15.51	-15.83
1341	0	0	15	0	81.729	84.923	60.425	93.85	-0.30	9.13
1285	100	40	100	100	0.916	1.183	0.836	10.43	-8.03	2.30
980	20	100	20	40	11.613	6.857	6.262	31.48	42.27	-2.81
964	70	70	0	40	7.248	6.293	11.996	30.14	12.14	-25.61
743	20	10	0	20	40.012	41.407	43.369	70.46	0.27	-12.33
464	70	40	55	0	15.748	18.866	15.888	50.53	-13.46	-0.78
185	20	40	20	0	41.418	37.244	32.172	67.46	17.52	-2.21
163	0	0	20	0	80.717	84.091	55.678	93.49	-0.71	13.36
47	55	10	0	0	34.271	39.595	57.435	69.18	-12.98	-30.38
1088	70	40	0	60	5.947	6.293	10.437	30.14	-1.33	-20.84
1079	20	70	0	60	9.126	6.793	7.533	31.33	23.85	-8.45
1365	0	0	0	3	80.071	82.534	72.433	92.81	0.96	-3.89
1175	0	100	100	60	8.453	5.270	1.348	27.49	34.66	24.24
1159	40	70	70	60	5.982	5.115	2.853	27.06	12.33	9.09
363	40	20	40	0	35.240	39.053	28.189	68.79	-7.99	6.38
601	30	70	85	0	23.478	17.888	5.321	49.36	30.50	32.49
1153	20	40	70	60	9.755	9.409	3.848	36.76	5.57	18.98
1478	0	40	3	40	24.975	21.396	19.228	53.38	19.67	-3.45
859	40	40	40	20	19.910	19.765	15.590	51.57	4.28	1.74
1546	20	20	0	10	44.409	43.898	47.116	72.16	6.13	-13.92
102	20	20	10	0	51.798	51.832	49.072	77.18	4.82	-7.53
1217	40	40	40	80	4.030	4.070	3.220	23.90	1.54	0.96
551	85	10	70	0	13.072	22.249	14.329	54.29	-46.12	9.61
461	70	10	55	0	20.464	29.100	21.242	60.87	-33.09	5.31
562	100	30	70	0	8.057	14.131	11.850	44.42	-41.84	-0.56
50	55	40	0	0	25.859	25.709	40.372	57.76	4.51	-30.42
937	70	40	100	20	9.805	12.410	4.212	41.86	-16.02	25.57
735	0	100	0	20	23.101	12.053	11.201	41.30	63.56	-3.99
256	10	30	30	0	51.853	48.437	32.016	75.10	13.93	11.20
991	100	0	20	40	6.936	11.191	18.215	39.90	-33.00	-24.49
982	40	20	20	40	16.499	17.839	17.451	49.30	-3.88	-6.57
1158	40	40	70	60	7.455	7.747	3.837	33.45	-0.14	13.34
96	10	55	10	0	42.274	32.900	30.398	64.08	34.67	-5.30
783	20	100	10	20	17.555	9.794	10.216	37.47	52.91	-7.49
290	55	10	30	0	30.775	37.755	35.919	67.84	-19.68	-7.02
682	30	70	100	0	23.075	17.651	3.818	49.07	29.95	40.39
750	40	20	0	20	27.398	28.660	36.635	60.48	-0.94	-20.71
643	100	30	85	0	7.478	13.735	8.220	43.85	-44.75	10.48
1065	70	100	100	40	4.518	3.679	2.035	22.58	13.96	8.30
868	100	0	40	20	8.845	15.814	19.870	46.73	-44.89	-16.27
1089	70	70	0	60	4.798	4.218	7.408	24.38	9.85	-19.93
744	20	20	0	20	36.599	36.223	38.732	66.69	5.60	-12.86
890	20	70	70	20	19.399	14.470	5.763	44.90	30.48	22.64
704	70	10	100	0	17.483	26.619	6.803	58.62	-38.64	41.61
33	30	55	0	0	32.996	27.039	34.313	59.01	26.41	-19.95
1389	60	45	45	60	5.723	6.115	5.538	29.70	-1.95	-2.48
260	10	85	30	0	31.370	18.806	13.170	50.46	57.42	6.10
1004	20	70	40	40	13.481	10.122	7.046	38.06	26.49	5.14
768	0	20	10	20	46.302	44.002	35.269	72.23	11.24	1.47
57	70	20	0	0	23.547	27.957	48.907	59.85	-14.41	-37.22
1468	0	3	0	40	35.054	35.765	31.483	66.34	1.94	-3.09
681	30	55	100	0	26.360	23.066	4.495	55.14	17.87	46.84
39	40	20	0	0	40.183	42.057	53.990	70.91	-1.14	-23.78
1265	40	100	0	100	1.357	1.054	0.910	9.43	11.11	-0.67
1288	98	0	0	0	16.147	24.333	54.661	56.42	-36.56	-49.48
1203	40	100	0	80	3.265	2.230	2.530	16.65	21.02	-6.30
51	55	55	0	0	22.186	19.932	32.838	51.76	14.32	-30.28
423	10	100	55	0	28.027	15.217	6.997	45.93	64.27	18.91
227	85	10	20	0	17.002	24.678	38.092	56.76	-33.24	-29.12
776	10	70	10	20	25.016	17.376	16.219	48.73	39.89	-4.68
1595	70	10	70	10	16.243	23.674	12.638	55.76	-33.17	16.72
814	20	0	20	20	41.426	45.623	35.823	73.30	-7.63	2.53
262	20	0	30	0	59.767	66.262	44.060	85.13	-9.59	12.11
1139	70	70	40	60	4.233	4.000	4.506	23.67	5.39	-7.48
1563	40	0	20	10	37.333	43.927	40.836	72.18	-15.66	-6.16
838	0	0	40	20	51.372	54.255	26.327	78.61	-2.46	26.46
1518	10	10	20	10	52.705	54.289	39.945	78.63	0.93	6.12
1087	70	20	0	60	6.802	7.936	12.664	33.85	-8.27	-21.13
1557	20	70	10	10	26.289	18.620	19.367	50.24	38.70	-9.16
1527	10	40	10	10	40.489	35.246	31.915	65.94	21.23	-4.44
1556	20	70	0	10	27.040	19.054	22.364	50.75	39.56	-14.34
853	20	40	40	20	26.736	24.627	15.948	56.71	12.64	9.73
400	100	30	40	0	9.533	14.975	21.621	45.60	-34.32	-21.77
1128	20	40	40	60	10.283	9.684	6.471	37.27	7.50	6.24
1387	100	85	85	60	2.207	2.430	2.128	17.60	-2.86	-1.16
545	70	40	70	0	14.929	18.368	11.226	49.94	-15.74	10.83
1408	100	100	0	70	2.322	1.963	4.075	15.29	9.51	-19.43
1099	0	70	20	60	11.084	8.018	5.941	34.02	27.51	3.04
795	70	100	10	20	7.925	5.420	10.710	27.90	28.17	-25.57
925	20	40	100	20	24.219	22.862	3.964	54.93	9.74	49.59
509	20	40	70	0	37.432	34.694	11.709	65.51	13.41	36.22
430	20	70	55	0	29.192	21.119	11.048	53.08	37.98	16.79
1544	20	10	40	10	43.333	46.688	27.372	73.99	-4.90	16.71
1529	10	40	40	10	38.131	33.833	19.606	64.83	18.60	15.49
1195	100	100	100	60	2.028	2.103	1.681	16.02	0.00	0.58
1430	0	7	0	7	69.256	69.315	61.685	86.66	5.28	-4.51
1023	0	40	70	40	22.173	19.651	6.037	51.44	15.64	32.63
1016	100	0	40	40	6.250	10.811	13.368	39.26	-37.34	-13.75
1552	20	40	10	10	35.177	31.491	31.284	62.92	17.10	-8.68
1223	70	100	40	80	2.252	1.845	2.002	14.65	10.80	-5.05
441	30	100	55	0	20.225	11.746	7.348	40.81	52.21	8.64
371	55	10	40	0	29.714	37.097	30.010	67.35	-21.54	0.95
1146	0	0	70	60	17.161	18.578	5.574	50.19	-4.05	32.67
238	100	30	20	0	10.736	15.589	29.834	46.43	-28.55	-34.84
225	70	100	20	0	10.352	6.979	12.996	31.76	31.78	-25.66
1401	60	45	45	100	1.271	1.350	1.150	11.62	-0.95	-0.51
352	30	0	40	0	50.010	57.966	35.492	80.72	-15.17	15.79
876	0	20	70	20	40.993	39.916	10.729	69.41	7.82	45.94
1480	40	40	3	40	14.810	14.068	17.837	44.33	7.73	-16.01
1199	0	100	0	80	4.519	2.818	2.362	19.30	28.12	-0.32
1232	40	0	70	80	4.960	6.119	2.856	29.71	-11.07	13.63
1310	0	90	0	0	35.439	19.303	18.029	51.04	69.19	-4.87
207	40	100	20	0	18.134	10.566	12.708	38.84	50.09	-12.65
836	100	70	20	20	5.520	5.900	13.100	29.16	-1.95	-30.43
140	70	40	10	0	18.756	20.466	33.502	52.36	-4.95	-30.23
1464	0	40	40	3	50.882	43.689	22.745	72.02	24.65	21.60
1188	70	40	100	60	4.460	5.555	2.312	28.26	-11.29	15.57
662	10	40	100	0	42.294	37.891	5.094	67.94	18.09	65.68
1378	60	45	45	20	13.411	14.286	13.096	44.64	-2.32	-3.73
165	0	20	20	0	67.225	63.970	44.203	83.95	12.54	9.90
1333	0	0	75	0	71.841	76.347	15.579	90.02	-3.70	68.06
153	85	100	10	0	7.641	5.543	14.800	28.23	24.12	-36.53
598	30	30	85	0	33.936	35.156	8.347	65.87	0.13	47.97
1363	0	0	0	7	73.998	76.282	66.958	89.99	0.92	-3.80
808	10	0	20	20	47.427	50.820	36.795	76.57	-4.32	6.81
941	100	10	100	20	6.161	12.591	5.294	42.14	-50.71	20.18
800	100	70	10	20	5.811	6.019	15.002	29.46	0.08	-34.92
969	100	70	0	40	4.542	4.569	11.643	25.47	1.82	-32.62
1487	0	0	10	10	67.779	70.313	54.036	87.15	-0.04	4.17
1374	5	3	3	0	76.654	79.123	69.931	91.29	0.73	-4.28
1326	0	2	0	0	83.331	85.155	75.023	93.95	2.34	-4.18
1093	100	40	0	60	3.825	4.622	9.872	25.63	-8.92	-26.77
607	40	30	85	0	28.644	31.181	8.343	62.66	-5.43	42.45
972	0	20	20	40	28.722	27.660	19.496	59.58	8.15	6.67
323	100	85	30	0	5.914	5.688	13.210	28.61	4.90	-31.68
1523	10	20	20	10	48.032	47.188	35.562	74.31	7.09	4.64
787	40	40	10	20	21.757	20.764	24.670	52.69	8.32	-15.30
667	20	0	100	0	51.867	59.435	7.183	81.53	-13.75	79.52
604	40	0	85	0	37.779	47.518	11.040	74.52	-24.30	53.78
1015	70	100	40	40	5.290	3.975	5.089	23.59	19.34	-10.76
1328	0	0	98	0	69.687	74.228	7.399	89.03	-4.01	91.57
1050	0	100	100	40	13.832	8.066	1.685	34.12	45.71	31.75
321	100	55	30	0	7.984	10.161	19.292	38.13	-15.39	-29.88
897	40	100	70	20	11.636	7.432	4.178	32.77	36.87	10.10
1147	0	20	70	60	14.896	14.830	4.726	45.40	3.63	28.77
1073	0	40	0	60	14.627	12.636	11.544	42.21	15.76	-3.46
1466	40	40	40	3	27.533	27.190	21.264	59.15	5.33	2.30
1046	0	0	100	40	29.085	31.431	3.966	62.87	-4.63	63.27
1119	100	70	20	60	2.942	3.103	5.674	20.45	-0.88	-19.09
48	55	20	0	0	31.312	34.643	51.519	65.47	-7.49	-30.47
1266	100	0	0	100	0.952	1.211	1.871	10.64	-7.57	-10.68
61	70	70	0	0	14.273	12.154	25.350	41.46	16.82	-35.88
436	30	30	55	0	36.128	36.858	19.025	67.17	1.97	20.76
1441	3	40	3	0	54.972	46.626	43.455	73.95	26.88	-6.42
558	85	100	70	0	6.131	5.190	5.858	27.27	13.06	-8.21
1172	0	20	100	60	14.292	14.364	2.417	44.75	2.76	43.09
1508	0	70	20	10	34.494	23.369	17.112	55.45	46.97	4.81
1204	70	0	0	80	3.756	4.696	6.878	25.85	-10.89	-15.21
1109	40	70	20	60	6.709	5.405	5.765	27.86	16.60	-6.75
1219	40	100	40	80	3.087	2.259	1.845	16.79	17.43	0.19
107	20	85	10	0	27.682	16.802	17.559	48.01	53.94	-9.04
1511	10	0	0	10	61.123	64.393	61.122	84.17	-2.25	-8.25
668	20	10	100	0	47.309	51.948	6.666	77.25	-7.58	74.32
310	85	30	30	0	13.588	18.444	26.556	50.03	-24.42	-23.21
1206	70	70	0	80	2.702	2.426	3.682	17.58	7.13	-13.04
569	0	10	85	0	64.883	65.909	10.257	84.95	3.02	74.24
1060	40	100	100	40	7.590	5.179	1.902	27.24	27.91	17.63
1037	70	20	70	40	8.555	11.647	6.838	40.65	-21.17	10.48
856	40	0	40	20	28.873	34.963	23.906	65.72	-17.73	8.56
105	20	55	10	0	36.756	29.442	30.007	61.17	29.91	-9.70
1377	10	6	6	10	56.695	58.761	52.376	81.16	0.09	-4.36
164	0	10	20	0	73.561	73.320	49.643	88.60	6.01	11.51
1189	70	70	100	60	3.629	3.710	1.892	22.69	0.79	9.89
984	40	70	20	40	10.670	8.389	9.282	34.78	21.17	-8.99
404	100	85	40	0	5.640	5.611	11.416	28.41	2.67	-26.87
827	70	10	20	20	16.576	21.553	27.567	53.55	-21.77	-18.86
775	10	40	10	20	33.131	28.953	26.177	60.74	19.43	-4.09
1019	100	70	40	40	3.793	4.253	6.844	24.49	-4.48	-17.41
168	0	55	20	0	48.119	36.751	26.791	67.09	38.45	5.80
365	40	40	40	0	29.067	28.671	22.350	60.49	5.56	2.48
828	70	20	20	20	15.250	18.917	24.875	50.59	-16.63	-19.29
807	0	100	20	20	22.948	12.224	8.732	41.57	61.71	4.66
715	85	30	100	0	10.099	16.273	5.992	47.33	-37.29	25.75
302	70	40	30	0	17.322	19.730	24.753	51.53	-8.95	-17.45
1201	40	40	0	80	4.474	4.297	5.040	24.63	4.54	-8.71
1330	0	0	90	0	70.263	74.802	9.494	89.30	-3.94	84.28
67	85	30	0	0	15.766	19.407	41.466	51.16	-16.07	-43.21
975	0	100	20	40	15.212	8.458	6.139	34.92	50.69	3.68
641	100	10	85	0	8.457	17.513	9.507	48.90	-57.59	14.58
1513	10	0	20	10	57.870	61.937	44.642	82.88	-4.45	7.52
184	20	30	20	0	45.757	43.793	36.937	72.09	10.30	-1.11
815	20	10	20	20	37.266	39.567	31.864	69.16	-2.86	1.19
877	0	40	70	20	34.604	30.193	8.664	61.82	19.89	39.82
1029	20	70	70	40	12.733	9.783	4.140	37.45	24.23	18.39
1041	100	0	70	40	5.423	10.365	7.724	38.49	-43.30	3.14
346	20	30	40	0	43.653	42.406	26.165	71.15	8.28	13.88
1021	0	0	70	40	30.269	32.520	8.834	63.77	-4.02	42.57
414	0	100	55	0	32.644	17.231	6.817	48.55	70.25	24.19
1162	70	20	70	60	5.441	7.286	4.463	32.45	-17.05	7.90
1369	80	65	65	0	9.439	10.320	9.511	38.41	-4.09	-3.52
1101	20	0	20	60	15.085	16.653	13.210	47.82	-5.67	1.44
1593	70	10	20	10	19.867	25.929	33.375	57.97	-23.52	-20.37
221	70	40	20	0	18.016	20.091	28.865	51.94	-7.00	-23.78
327	0	20	40	0	64.592	61.975	30.728	82.90	11.20	26.63
10	10	0	0	0	74.513	78.461	74.509	90.99	-2.33	-8.84
581	10	40	85	0	43.030	38.517	7.620	68.40	18.30	55.12
1227	100	100	40	80	1.642	1.526	2.006	12.77	4.64	-8.33
588	20	20	85	0	43.929	45.976	9.218	73.53	-1.17	58.04
1235	40	100	70	80	3.037	2.307	1.402	17.02	15.58	5.51
1067	100	20	100	40	4.341	7.946	3.742	33.87	-37.08	14.66
182	20	10	20	0	55.425	58.688	46.953	81.12	-2.89	1.72
547	70	70	70	0	11.278	10.799	7.986	39.24	6.42	3.42
705	70	20	100	0	16.269	23.516	6.363	55.60	-32.33	38.32
1392	10	6	6	60	16.460	17.143	15.207	48.44	-0.39	-2.71
834	100	20	20	20	8.549	12.819	22.975	42.49	-29.16	-29.75
493	0	70	70	0	39.441	27.039	7.863	59.01	47.84	37.98
54	55	100	0	0	14.552	8.756	16.636	35.51	44.18	-28.46
1549	20	20	40	10	39.424	40.551	24.534	69.86	1.02	14.55
70	85	70	0	0	10.495	9.745	24.689	37.38	8.64	-41.73
1069	100	70	100	40	3.036	3.924	2.611	23.42	-12.02	4.71
1554	20	40	40	10	32.652	29.960	19.274	61.62	13.94	10.66
1121	0	0	40	60	18.303	19.476	10.036	51.24	-2.47	16.84
217	70	0	20	0	25.691	35.117	44.486	65.84	-31.02	-21.67
1312	0	80	0	0	38.557	23.153	21.989	55.23	61.34	-5.89
223	70	70	20	0	13.281	11.660	19.128	40.67	13.95	-25.15
324	100	100	30	0	5.313	4.536	11.469	25.37	11.94	-32.27
34	30	70	0	0	28.300	20.394	26.573	52.28	37.97	-19.36
511	20	70	70	0	28.448	20.718	7.813	52.64	37.00	27.19
522	30	100	70	0	19.776	11.598	5.416	40.57	51.03	16.86
1438	40	0	3	0	47.892	54.876	64.627	78.97	-13.38	-20.61
709	70	70	100	0	10.510	10.388	4.141	38.53	3.80	20.25
452	55	10	55	0	28.247	36.105	22.150	66.60	-23.96	13.40
943	100	40	100	20	5.037	8.528	4.330	35.06	-33.18	13.16
875	0	10	70	20	44.419	45.363	11.813	73.13	1.98	49.05
314	85	85	30	0	7.946	6.866	13.295	31.50	12.84	-26.93
86	0	40	10	0	56.583	47.850	39.441	74.73	27.53	0.06
989	70	70	20	40	6.730	6.031	9.129	29.49	9.79	-17.58
762	100	20	0	20	9.579	13.245	30.518	43.13	-23.30	-41.61
1601	70	40	0	10	16.367	17.464	32.157	48.84	-2.64	-34.29
592	20	70	85	0	27.816	20.358	5.261	52.24	36.24	37.76
333	0	100	40	0	33.059	17.279	8.916	48.61	71.46	16.14
1151	20	0	70	60	13.409	15.499	5.515	46.31	-9.53	26.27
909	100	100	70	20	3.532	3.457	4.467	21.79	3.17	-10.50
1596	70	20	0	10	19.664	23.290	40.448	55.37	-13.32	-34.64
197	30	85	20	0	23.333	14.750	15.336	45.29	47.40	-8.46
456	55	55	55	0	18.523	17.962	13.645	49.45	6.39	3.07
533	55	10	70	0	26.911	35.066	15.280	65.80	-25.83	27.04
69	85	55	0	0	12.322	12.978	30.493	42.73	-1.30	-42.26
1458	0	0	40	3	72.547	76.347	36.284	90.02	-2.22	30.71
996	0	0	40	40	32.334	34.275	17.089	65.18	-2.54	21.64
1499	0	20	40	10	52.945	50.919	25.564	76.63	10.17	24.38
686	40	10	100	0	33.670	40.764	6.735	70.01	-18.64	61.54
80	100	85	0	0	6.800	5.873	19.544	29.09	12.22	-46.00
1061	70	0	100	40	9.223	14.364	4.180	44.75	-33.19	30.74
1012	70	20	40	40	9.482	12.211	12.073	41.55	-17.27	-6.16
1321	0	15	0	0	73.584	70.949	64.153	87.46	10.97	-5.52
847	10	40	40	20	31.160	27.770	16.227	59.68	16.91	14.18
1412	40	0	40	70	7.803	9.366	6.652	36.68	-10.80	4.43
449	40	85	55	0	18.586	12.597	8.874	42.15	38.18	5.15
1182	40	20	100	60	8.260	9.684	2.530	37.27	-9.20	29.25
130	55	30	10	0	27.465	29.442	39.532	61.17	-3.65	-23.44
706	70	30	100	0	15.032	20.484	5.910	52.38	-25.64	34.84
1248	40	0	100	80	4.559	5.734	1.696	28.73	-12.00	22.34
933	40	100	100	20	11.096	7.183	2.397	32.22	35.36	21.66
26	20	85	0	0	28.246	17.016	20.097	48.28	55.00	-14.07
789	40	100	10	20	13.096	7.808	10.440	33.58	43.31	-14.92
698	55	40	100	0	19.213	21.628	5.357	53.63	-8.09	39.67
486	100	100	55	0	4.706	4.370	7.827	24.86	6.60	-20.76
717	85	55	100	0	8.244	11.047	4.890	39.66	-19.64	17.99
431	20	85	55	0	25.933	16.280	8.688	47.34	49.73	14.77
1005	20	100	40	40	11.261	6.784	4.775	31.31	40.48	4.21
987	70	20	20	40	10.204	12.565	16.206	42.10	-13.93	-16.08
513	20	100	70	0	23.371	13.198	5.269	43.06	57.18	21.89
1150	0	100	70	60	8.783	5.383	2.073	27.80	36.18	16.94
1479	3	40	3	40	23.937	20.637	19.036	52.55	18.77	-4.47
1143	100	40	40	60	3.235	4.367	5.917	24.85	-14.82	-12.66
326	0	10	40	0	70.410	70.784	34.302	87.38	4.65	28.98
505	20	0	70	0	54.354	61.881	17.772	82.85	-13.04	50.55
647	100	85	85	0	4.469	5.097	4.771	27.01	-5.79	-3.18
952	20	20	0	40	23.531	23.349	24.717	55.43	4.57	-10.66
1578	40	40	20	10	25.494	24.596	25.731	56.68	7.64	-10.31
1489	0	0	40	10	62.981	66.380	31.836	85.19	-2.34	28.87
990	70	100	20	40	5.584	4.045	6.555	23.82	21.81	-17.32
546	70	55	70	0	12.982	14.286	9.576	44.64	-5.11	7.00
1179	20	70	100	60	7.529	6.079	1.730	29.61	17.11	23.49
829	70	40	20	20	12.697	14.103	19.960	44.38	-5.88	-20.51
284	40	40	30	0	29.880	29.134	26.498	60.90	6.89	-4.37
550	85	0	70	0	14.009	25.077	15.562	57.15	-52.45	11.43
1498	0	20	20	10	55.175	52.637	36.535	77.66	11.40	9.05
1282	40	40	100	100	1.382	1.526	0.798	12.77	-2.55	7.00
420	10	55	55	0	39.296	31.383	14.055	62.83	30.92	25.05
1253	70	40	100	80	2.583	3.203	1.516	20.84	-9.18	10.74
283	40	30	30	0	32.982	34.211	30.062	65.13	-0.02	-2.96
1423	0	3	3	3	77.280	78.814	66.947	91.15	2.59	-1.79
349	20	70	40	0	29.938	21.461	14.559	53.45	39.22	7.57
1452	40	40	0	3	31.334	29.465	39.740	61.19	11.04	-23.68
839	0	10	40	20	47.048	47.518	23.643	74.52	3.46	24.22
43	40	70	0	0	24.328	18.135	26.337	49.66	32.93	-23.47
1440	0	40	3	0	57.263	48.262	43.814	74.99	28.08	-5.07
242	100	85	20	0	6.201	5.760	15.131	28.80	7.22	-36.38
944	100	70	100	20	3.924	5.205	3.361	27.31	-14.69	5.86
994	100	70	20	40	4.126	4.390	8.931	24.92	-1.49	-24.76
1031	40	0	70	40	17.217	21.563	8.513	53.56	-18.27	26.13
1074	0	70	0	60	11.367	8.081	7.524	34.15	29.00	-3.55
1049	0	70	100	40	16.713	12.135	2.204	41.43	31.24	39.23
24	20	55	0	0	37.996	30.227	34.844	61.85	31.01	-15.82
995	100	100	20	40	3.480	3.004	6.707	20.06	9.81	-24.46
639	85	100	85	0	5.739	4.991	4.214	26.71	11.12	-0.56
1242	100	70	70	80	1.657	1.935	1.872	15.14	-5.20	-2.93
792	70	20	10	20	15.838	19.174	28.883	50.89	-14.49	-25.62
385	70	70	40	0	12.397	11.281	14.187	40.05	10.76	-14.57
1560	20	70	70	10	23.510	17.319	6.723	48.66	33.66	24.78
544	70	30	70	0	16.354	21.479	12.382	53.47	-22.67	13.50
1540	20	0	70	10	44.502	50.837	15.039	76.58	-12.65	46.23
1025	0	100	70	40	14.442	8.330	2.881	34.66	47.17	21.98
44	40	85	0	0	20.975	13.482	20.220	43.48	44.33	-22.60
1102	20	20	20	60	12.590	12.859	10.668	42.55	1.29	-0.18
1095	100	100	0	60	2.811	2.342	5.497	17.19	10.82	-23.85
149	85	40	10	0	13.638	16.373	32.019	47.46	-13.02	-36.46
571	0	30	85	0	54.838	50.344	8.560	76.28	16.50	65.13
379	70	0	40	0	23.523	33.871	31.358	64.86	-36.11	-5.45
672	20	55	100	0	31.266	26.172	4.422	58.20	23.68	52.53
1433	7	0	7	7	66.276	69.721	58.888	86.86	-2.10	-1.38
82	0	0	10	0	82.778	85.784	65.603	94.22	0.12	4.76
444	40	20	55	0	33.810	38.067	20.825	68.07	-9.79	18.56
1082	40	20	0	60	10.599	11.101	13.554	39.75	-0.79	-13.41
733	0	40	0	20	38.981	33.048	31.120	64.20	24.02	-6.22
660	10	20	100	0	50.608	50.936	6.117	76.64	4.01	75.71
874	0	0	70	20	48.248	51.532	12.967	77.00	-3.91	52.42
1309	0	95	0	0	34.184	17.814	16.489	49.27	72.54	-4.39
383	70	40	40	0	16.652	19.372	20.997	51.12	-10.87	-11.01
