CGATS.17

ORIGINATOR	"Idealliance SCCA Calculator"
DESCRIPTOR	"GRACoL2013 CRPC6 IT8.7-5 (TC1617), Reference Data"
MEASUREMENT_SOURCE	"MeasurementCondition=M1 Filter=D50"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"D50"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"Reference"
CREATED	"4/13/20 11:00 AM"

LGOROWLENGTH	49

NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1617
BEGIN_DATA
304	70	70	30	0	12.826	11.457	16.545	40.34	12.39	-19.92
1459	3	0	40	3	69.619	73.910	36.009	88.88	-3.51	29.13
1606	70	70	0	10	12.126	10.359	21.275	38.48	15.68	-33.36
1092	100	20	0	60	4.317	5.776	11.859	28.84	-15.73	-27.45
1395	60	45	45	80	3.063	3.277	2.929	21.12	-1.65	-1.73
1432	0	0	7	7	72.620	75.186	60.160	89.48	0.26	1.86
712	85	0	100	0	12.087	23.163	7.196	55.24	-56.83	34.14
979	20	70	20	40	14.009	10.320	9.324	38.41	28.33	-2.88
1081	40	0	0	60	12.317	14.019	16.469	44.26	-7.93	-12.98
65	85	10	0	0	18.801	25.366	51.319	57.43	-26.57	-44.11
1429	7	0	0	7	67.588	70.722	65.555	87.35	-1.32	-7.04
1234	40	70	70	80	3.364	2.984	1.745	19.98	8.30	6.73
481	100	30	55	0	8.762	14.556	16.477	45.02	-38.23	-11.69
970	100	100	0	40	3.783	3.072	8.542	20.33	13.31	-31.27
556	85	70	70	0	7.784	8.609	7.954	35.22	-4.68	-3.39
46	55	0	0	0	37.571	45.256	64.155	73.06	-18.68	-30.35
687	40	20	100	0	30.767	35.544	6.249	66.17	-12.51	57.06
90	0	100	10	0	33.418	17.024	13.720	48.29	74.10	0.87
1180	20	100	100	60	6.440	4.307	1.416	24.66	27.61	18.52
1022	0	20	70	40	25.926	25.501	7.380	57.56	5.65	37.39
1145	100	100	40	60	2.428	2.242	3.491	16.71	5.57	-13.29
440	30	85	55	0	21.968	14.293	8.788	44.65	43.96	9.77
110	30	10	10	0	49.364	53.297	53.655	78.05	-5.40	-11.11
442	40	0	55	0	40.626	49.985	25.095	76.06	-21.97	24.23
628	70	70	85	0	10.813	10.555	5.581	38.82	4.82	13.03
1033	40	40	70	40	12.135	12.494	5.826	41.99	0.61	17.32
292	55	30	30	0	25.584	28.402	28.987	60.25	-7.37	-9.65
243	100	100	20	0	5.534	4.553	13.050	25.42	14.33	-36.74
961	70	0	0	40	12.854	16.497	26.131	47.62	-18.80	-26.63
25	20	70	0	0	32.613	22.794	26.735	54.86	42.94	-15.19
1247	0	100	100	80	4.136	2.876	0.966	19.54	21.84	15.87
665	10	85	100	0	28.528	17.562	2.960	48.96	53.17	46.04
1017	100	20	40	40	5.436	8.528	11.260	35.06	-28.37	-14.93
220	70	30	20	0	19.867	23.536	32.508	55.62	-13.39	-23.13
308	85	10	30	0	16.120	24.233	32.366	56.32	-36.28	-21.71
1306	2	0	0	0	82.787	85.691	76.386	94.18	0.31	-4.95
719	85	85	100	0	6.119	6.119	3.616	29.71	2.41	8.30
84	0	20	10	0	68.701	65.032	51.855	84.50	13.39	1.97
1132	40	20	40	60	9.297	10.331	7.733	38.43	-5.34	3.00
339	10	55	40	0	40.281	31.936	18.840	63.29	32.01	14.47
1612	100	0	0	10	13.297	20.135	44.972	51.99	-34.74	-46.14
172	10	0	20	0	70.539	75.400	54.083	89.58	-4.56	8.31
135	55	100	10	0	14.256	8.715	14.672	35.43	42.71	-23.79
755	70	10	0	20	17.914	22.126	36.992	54.16	-17.11	-32.10
239	100	40	20	0	9.769	13.332	26.653	43.26	-22.34	-35.05
582	10	55	85	0	37.533	30.204	6.400	61.83	29.60	48.90
728	100	85	100	0	4.212	4.942	3.599	26.57	-7.40	3.00
316	100	0	30	0	12.975	22.708	33.928	54.77	-48.82	-26.70
119	40	10	10	0	42.544	47.392	52.078	74.44	-9.18	-15.62
136	70	0	10	0	26.833	35.700	51.904	66.29	-28.26	-29.48
59	70	40	0	0	19.496	20.827	38.637	52.76	-2.91	-36.75
1501	0	40	0	10	47.429	40.085	37.847	69.53	26.03	-6.77
340	10	70	40	0	35.129	24.444	14.652	56.53	44.48	12.64
235	100	0	20	0	13.846	23.134	40.091	55.21	-45.11	-34.45
458	55	85	55	0	14.159	10.337	8.976	38.44	29.13	-1.61
1280	0	100	100	100	1.507	1.275	0.628	11.10	8.20	7.28
1607	70	70	10	10	11.714	10.155	18.552	38.12	14.36	-28.30
862	70	0	40	20	16.489	23.575	21.821	55.66	-31.35	-4.82
85	0	30	10	0	62.395	56.011	45.509	79.62	20.32	0.85
913	0	40	100	20	33.181	29.009	3.843	60.79	19.39	60.44
121	40	30	10	0	35.128	35.479	41.141	66.12	3.14	-17.00
656	0	85	100	0	33.249	19.852	2.821	51.67	58.94	51.76
193	30	30	20	0	39.510	39.067	36.144	68.80	5.86	-5.68
60	70	55	0	0	16.729	16.165	31.694	47.19	6.50	-36.43
621	55	100	85	0	12.206	8.148	4.104	34.29	34.29	13.16
939	70	100	100	20	6.239	4.877	2.571	26.38	18.06	10.14
266	20	40	30	0	40.508	36.711	27.421	67.06	16.46	4.68
1581	40	70	0	10	20.304	15.232	22.061	45.95	30.44	-22.03
1125	0	100	40	60	9.040	5.398	3.081	27.84	38.18	8.74
965	70	100	0	40	5.906	4.106	8.378	24.02	24.60	-24.30
1230	0	70	70	80	5.038	4.018	1.697	23.73	15.67	13.71
1207	70	100	0	80	2.386	1.814	2.717	14.48	14.33	-11.55
893	40	10	70	20	24.229	29.032	11.236	60.81	-15.56	29.54
1594	70	10	40	10	18.278	25.046	23.967	57.12	-27.95	-6.38
872	100	70	40	20	5.005	5.695	9.833	28.63	-5.85	-21.47
805	0	40	20	20	37.653	32.276	23.242	63.57	22.49	6.09
1373	10	6	6	0	68.922	71.340	63.493	87.65	0.29	-4.56
611	40	85	85	0	17.605	12.160	4.511	41.47	35.94	23.18
518	30	40	70	0	31.737	30.684	11.605	62.24	7.98	30.89
139	70	30	10	0	20.657	23.902	37.777	55.99	-11.12	-30.02
1384	40	27	27	40	15.177	16.004	14.580	46.98	-1.50	-3.64
79	100	70	0	0	8.078	8.119	24.160	34.23	2.27	-46.20
131	55	40	10	0	24.903	25.159	34.889	57.23	2.77	-23.85
38	40	10	0	0	44.051	48.167	60.415	74.93	-6.85	-23.48
1008	40	40	40	40	13.063	13.051	10.370	42.84	3.18	1.27
1117	100	20	20	60	3.924	5.604	9.145	28.39	-19.35	-19.53
664	10	70	100	0	32.240	22.843	3.619	54.91	41.39	51.73
42	40	55	0	0	28.389	24.052	33.725	56.14	21.68	-24.04
1364	0	0	0	5	77.016	79.389	69.684	91.41	0.94	-3.85
1152	20	20	70	60	11.292	12.040	4.591	41.28	-2.27	22.41
1134	40	70	40	60	6.375	5.266	4.481	27.48	14.77	-0.77
1138	70	40	40	60	5.155	5.900	6.147	29.16	-6.30	-6.29
1260	0	0	0	100	2.024	2.099	1.732	16.00	0.00	0.00
1348	0	0	0	98	2.358	2.450	2.033	17.69	-0.09	-0.11
1349	0	0	0	95	3.035	3.146	2.633	20.62	0.02	-0.30
1350	0	0	0	90	4.515	4.672	3.958	25.78	0.13	-0.63
1351	0	0	0	85	6.357	6.575	5.618	30.82	0.18	-0.94
1196	0	0	0	80	8.547	8.843	7.604	35.68	0.18	-1.23
1353	0	0	0	75	11.094	11.475	9.912	40.37	0.21	-1.49
1354	0	0	0	70	13.865	14.335	12.433	44.71	0.27	-1.75
1639	0	0	0	65	16.839	17.400	15.136	48.76	0.34	-1.98
1071	0	0	0	60	20.210	20.873	18.205	52.81	0.41	-2.21
1640	0	0	0	55	23.748	24.525	21.425	56.61	0.44	-2.40
1356	0	0	0	50	27.663	28.570	24.994	60.40	0.46	-2.59
1641	0	0	0	45	31.650	32.679	28.614	63.90	0.51	-2.75
946	0	0	0	40	35.999	37.164	32.561	67.40	0.55	-2.90
1642	0	0	0	35	40.663	41.970	36.801	70.85	0.60	-3.06
1358	0	0	0	30	45.709	47.173	41.393	74.30	0.64	-3.22
1359	0	0	0	25	51.018	52.637	46.213	77.66	0.70	-3.37
730	0	0	0	20	56.985	58.779	51.609	81.17	0.76	-3.50
1361	0	0	0	15	62.986	64.954	57.032	84.46	0.82	-3.62
1362	0	0	0	10	69.636	71.795	63.026	87.87	0.88	-3.73
1643	0	0	0	8	71.795	74.016	64.977	88.93	0.90	-3.77
1646	0	0	0	6	75.497	77.825	68.317	90.70	0.93	-3.83
1632	0	0	0	4	78.533	80.951	71.050	92.11	0.95	-3.87
1366	0	0	0	2	81.712	84.229	73.925	93.55	0.96	-3.92
729	100	100	100	0	3.664	3.800	3.136	23.00	0.00	0.00
1645	98	96.94	96.94	0	4.069	4.218	3.493	24.38	0.02	-0.08
1633	95	92.47	92.47	0	4.728	4.901	4.077	26.45	0.04	-0.20
1634	90	85.34	85.34	0	5.977	6.191	5.189	29.89	0.08	-0.41
1635	85	78.59	78.59	0	7.431	7.695	6.488	33.34	0.11	-0.61
1636	80	72.19	72.19	0	9.101	9.420	7.983	36.78	0.15	-0.81
1637	75	66.12	66.12	0	11.008	11.390	9.699	40.23	0.19	-1.02
1638	70	60.37	60.37	0	13.166	13.618	11.642	43.68	0.23	-1.22
1625	65	54.9	54.9	0	15.581	16.111	13.822	47.12	0.27	-1.42
1626	60	49.69	49.69	0	18.281	18.900	16.266	50.57	0.30	-1.62
1627	55	44.74	44.74	0	21.269	21.984	18.979	54.01	0.34	-1.83
1611	50	40	40	0	24.576	25.397	21.982	57.46	0.38	-2.03
1628	45	35.46	35.46	0	28.546	29.488	25.577	61.21	0.44	-2.23
1629	40	31.11	31.11	0	32.934	34.009	29.550	64.97	0.50	-2.42
1630	35	26.9	26.9	0	37.739	38.957	33.909	68.72	0.57	-2.62
1631	30	22.84	22.84	0	43.002	44.377	38.689	72.48	0.63	-2.82
1618	25	18.88	18.88	0	48.717	50.262	43.885	76.23	0.69	-3.02
1619	20	15.01	15.01	0	54.917	56.646	49.518	79.98	0.75	-3.21
1620	15	11.21	11.21	0	61.640	63.567	55.639	83.74	0.81	-3.41
1621	10	7.46	7.46	0	68.876	71.010	62.228	87.49	0.88	-3.61
1622	8	5.96	5.96	0	71.917	74.143	64.991	88.99	0.90	-3.68
1623	6	4.47	4.47	0	75.074	77.388	67.865	90.50	0.93	-3.76
1624	4	2.98	2.98	0	78.294	80.704	70.804	92.00	0.95	-3.84
1644	2	1.49	1.49	0	81.611	84.114	73.826	93.50	0.98	-3.92
1470	40	3	0	40	20.603	23.222	27.997	55.30	-8.41	-16.56
END_DATA
